auth_id,auth_name,auth_country,auth_date_birth 
1588                                    ,TheInsideZone                                               ,Finland                       ,1972-04-17
1589                                    ,Teekosey Boxing                                             ,India                         ,1951-01-17
1590                                    ,Team LeftJab Boxing Radio                                   ,United Kingdom                ,1986-09-02
1591                                    ,A startup fantasy podcast                                   ,El Salvador                   ,1996-01-12
1592                                    ,The Wrecking Crew                                           ,France                        ,2006-04-02
1593                                    ,Trail Blazers Podcast                                       ,Italy                         ,1999-02-24
1594                                    ,Audioboom                                                   ,Brazil                        ,1970-10-28
1595                                    ,Nightmare On Film Street                                    ,United Kingdom                ,1964-05-04
1596                                    ,Overly Animated Adventure Time Podcasts                     ,Ukraine                       ,2008-08-05
1597                                    ,"Rob Lloyd, Jen Speirs & Sandro Falce                        ",Korea (South)                 ,2018-05-27
1598                                    ,Tess Benser and Matthew Reddin                              ,Austria                       ,1971-05-03
1599                                    ,Overly Animated Podcast                                     ,Afghanistan                   ,1994-02-08
1600                                    ,Black Hollywood Live                                        ,Austria                       ,2020-08-05
1601                                    ,Pranks Paul                                                 ,France                        ,1975-11-30
1602                                    ,Fode & Beed                                                 ,Poland                        ,1978-11-29
1603                                    ,Andrew Wallace                                              ,Australia                     ,1968-03-16
1604                                    ,Ethan Cushing                                               ,Australia                     ,1959-05-02
1605                                    ,Paul Steadman                                               ,Argentina                     ,2016-01-13
1606                                    ,                                                            ,France                        ,2003-08-22
1607                                    ,Shawn Harwell & Craig Moorhead                              ,Egypt                         ,1966-02-28
1608                                    ,Marcus Smith and Leo Dukes                                  ,Australia                     ,2015-11-19
1609                                    ,Popcorn Talk Network                                        ,Niger                         ,2015-02-28
1610                                    ,AfterBuzz TV Network                                        ,Spain                         ,2002-06-05
1611                                    ,Vapid Podcast                                               ,Egypt                         ,1955-03-08
1612                                    ,Stack Pod                                                   ,USA                           ,1980-10-09
1613                                    ,SquabbleBox.co.uk - Entertainment Under Attack              ,Italy                         ,1991-03-24
1614                                    ,Core Temp Arts                                              ,Ukraine                       ,1977-06-24
1615                                    ,ZagCast                                                     ,Germany                       ,2000-02-19
1616                                    ,Tim-O and Harley                                            ,El Salvador                   ,1955-11-07
1617                                    ,Timothy Vigil and Seth Bailey                               ,Belgium                       ,2018-11-04
1618                                    ,TransMissions Podcast Network                               ,Korea (South)                 ,1999-09-11
1619                                    ,AfterBuzz TV Network                                        ,Egypt                         ,1997-08-05
1620                                    ,Sarah Van Syckel                                            ,Brazil                        ,2003-04-13
1621                                    ,Star Wars                                                   ,Mexico                        ,1984-09-14
1622                                    ,Kurt Larson                                                 ,Mexico                        ,2003-11-18
1623                                    ,SoundNoise Audio                                            ,Turkey                        ,2021-05-09
1624                                    ,Steve Litchfield                                            ,Australia                     ,2011-11-06
1625                                    ,Albert Patrick                                              ,Turkey                        ,1950-09-23
1626                                    ,The Three Muckrakers                                        ,United Kingdom                ,1984-07-14
1627                                    ,2DR                                                         ,Afghanistan                   ,2003-02-07
1628                                    ,Amy Palmer                                                  ,France                        ,2017-04-14
1629                                    ,David Tavolier                                              ,Finland                       ,2017-01-24
1630                                    ,Trivia Club Network                                         ,Finland                       ,1973-04-24
1631                                    ,Tosche Station Network                                      ,Canada                        ,2020-07-13
1632                                    ,FittenTrim                                                  ,Afghanistan                   ,2008-10-04
1633                                    ,Daniel Ford and Sean Tuohy                                  ,India                         ,2003-07-29
1634                                    ,Donut Crew                                                  ,Ukraine                       ,2009-10-08
1635                                    ,Whatever It Takes: A Degrassi Podcast                       ,Russian Federation            ,2020-05-11
1636                                    ,Woodsmen Podcast                                            ,Poland                        ,1990-04-15
1637                                    ,Ben Strivens/Jono Scott                                     ,Belgium                       ,2005-01-06
1638                                    ,Autocross Talk Podcast with Kinch Reindl                    ,Italy                         ,1960-06-05
1639                                    ,Nery Saenz / GeekBro Podcast Network                        ,Poland                        ,2021-10-11
1640                                    ,Kriss                                                       ,Belgium                       ,1976-06-14
1641                                    ,Coffee Klatch Crew Podcast                                  ,Canada                        ,1982-07-22
1642                                    ,"Tyler Lamb, Charlie Pixley, and Steve Jannick               ",Germany                       ,2011-06-06
1643                                    ,Freestyle Flicks                                            ,Japan                         ,1968-07-23
1644                                    ,Brian Stevens                                               ,Australia                     ,1975-05-05
1645                                    ,AfterBuzz TV Network                                        ,United Kingdom                ,1964-09-17
1646                                    ,Jason Selmes                                                ,India                         ,1983-02-24
1647                                    ,Arcade Audio                                                ,Germany                       ,1952-07-15
1648                                    ,www.DVMPE.com                                               ,Spain                         ,1971-08-07
1649                                    ,Mama's Comedy Show                                          ,Japan                         ,1967-10-05
1651                                    ,MotorWeek Producer                                          ,Argentina                     ,1976-03-16
1652                                    ,Andrew Millman                                              ,Canada                        ,1953-07-28
1653                                    ,Mondo Cool Movie Dudes                                      ,Korea (South)                 ,2011-03-25
1654                                    ,Open All Powers Podcast                                     ,Niger                         ,2018-04-20
1655                                    ,That Thing You Like                                         ,Italy                         ,1960-11-02
1656                                    ,Dinky Town Media LLC                                        ,Canada                        ,1991-11-14
1657                                    ,Colin G                                                     ,Belgium                       ,2005-04-26
1658                                    ,Colin G                                                     ,Korea (South)                 ,1957-09-06
1659                                    ,Downright Creepy                                            ,Australia                     ,2022-08-02
1660                                    ,Eric Rivera & downloadsbacon                                ,Belgium                       ,1956-05-09
1661                                    ,Old Guy Tech TV                                             ,USA                           ,1972-10-24
1662                                    ,"Mason Merritt, Josh Needle, Cody Redfield                   ",Austria                       ,1972-08-23
1663                                    ,Sportsnet                                                   ,El Salvador                   ,1982-06-22
1664                                    ,Salt Lake Film Society                                      ,Brazil                        ,2012-02-12
1665                                    ,IBLT Podcast Network                                        ,Egypt                         ,1981-09-19
1666                                    ,Travis Belden                                               ,Japan                         ,1951-07-20
1667                                    ,dontwannawait                                               ,India                         ,2000-04-24
1668                                    ,arseblog.com                                                ,Taiwan                        ,1981-06-29
1669                                    ,Dean L. Martin                                              ,Turkey                        ,1986-02-22
1670                                    ,Geeks With Wives                                            ,Brazil                        ,1988-11-20
1671                                    ,JimJam & Jonny LeRoy                                        ,Cambodia                      ,1975-06-25
1672                                    ,Two True Freaks!                                            ,Finland                       ,1962-05-13
1673                                    ,Anthony Canton III                                          ,Spain                         ,1953-03-27
1674                                    ,D. Hewak + J. Miller                                        ,Cambodia                      ,1978-02-24
1675                                    ,radnotions                                                  ,Spain                         ,2000-01-20
1676                                    ,Dee Simon and Harrison P. Lovecraft                         ,Austria                       ,1959-03-06
1677                                    ,Horse Radio Network                                         ,Germany                       ,1989-04-11
1678                                    ,Because John Robert                                         ,Germany                       ,1953-04-26
1679                                    ,Radioactive Lounge                                          ,Niger                         ,2000-02-16
1680                                    ,Audioboom                                                   ,El Salvador                   ,1965-02-09
1681                                    ,Secret Underground Hideout                                  ,Germany                       ,1961-04-03
1682                                    ,AfterBuzz TV Network                                        ,Niger                         ,2017-02-15
1683                                    ,Victoria Stilwell                                           ,Korea (South)                 ,1958-01-02
1684                                    ,Gonna Geek Network                                          ,Afghanistan                   ,1950-11-27
1685                                    ,80s Horror Podcast                                          ,Canada                        ,1998-02-05
1686                                    ,John August                                                 ,Canada                        ,2016-08-25
1687                                    ,Alex Freedman & Nick Watson                                 ,Japan                         ,2002-07-01
1688                                    ,Darrell Taylor                                              ,Austria                       ,2006-06-12
1689                                    ,Screen Savor                                                ,Afghanistan                   ,1967-08-29
1690                                    ,Terry Frost                                                 ,El Salvador                   ,1967-07-22
1691                                    ,San Dimas School of Film                                    ,Korea (South)                 ,1979-09-27
1692                                    ,Michael Coleman                                             ,Ukraine                       ,1974-10-04
1693                                    ,Scott & Liam Vs Evil                                        ,Korea (South)                 ,1964-06-20
1694                                    ,SADIST FILTH                                                ,Afghanistan                   ,1993-05-12
1695                                    ,Josef Max Hajda                                             ,El Salvador                   ,2003-11-08
1696                                    ,FilmDispenser.com                                           ,Czech Republic                ,1982-07-18
1697                                    ,JellyStyle Media                                            ,Ukraine                       ,2000-04-05
1698                                    ,Emily Maesar                                                ,Russian Federation            ,1950-11-16
1699                                    ,Tiny Monkey General Products                                ,Italy                         ,1972-10-21
1700                                    ,Wael Badawy                                                 ,Austria                       ,1979-02-22
1701                                    ,Dennis Humphrey                                             ,United Kingdom                ,1994-06-10
1702                                    ,Margo D. and Margo P.                                       ,USA                           ,1959-06-07
1704                                    ,Matt Bowes and Erin Fraser                                  ,Japan                         ,2011-01-29
1705                                    ,Britflicks.com                                              ,Spain                         ,2009-10-28
1706                                    ,DC                                                          ,Poland                        ,1989-09-07
1707                                    ,                                                            ,El Salvador                   ,2018-03-19
1708                                    ,Black Hollywood Live                                        ,Czech Republic                ,1970-08-13
1709                                    ,Bloody Popcorn                                              ,United Kingdom                ,2013-04-08
1710                                    ,Entertainment Earth                                         ,Japan                         ,1967-05-25
1711                                    ,enslaved by the bell                                        ,France                        ,1984-03-22
1712                                    ,Steve Kondrick                                              ,United Kingdom                ,1983-09-25
1713                                    ,Establishing Shot                                           ,Afghanistan                   ,2003-06-15
1714                                    ,Everything Action                                           ,Cambodia                      ,1992-02-07
1715                                    ,ROMs Over Baghdad                                           ,Mexico                        ,1991-05-03
1716                                    ,George Waits & Brittney Bender                              ,Russian Federation            ,1992-08-05
1717                                    ,William Pepper                                              ,Spain                         ,1991-03-10
1718                                    ,It Records                                                  ,Finland                       ,2011-10-26
1719                                    ,Audioboom                                                   ,Spain                         ,1984-03-17
1720                                    ,Behind The Ears Podcast                                     ,Brazil                        ,1964-03-16
1721                                    ,Daniella & Keith                                            ,Austria                       ,1974-02-04
1722                                    ,Jamie Hickey                                                ,Ukraine                       ,1968-05-22
1723                                    ,Two True Freaks!                                            ,India                         ,2018-09-18
1724                                    ,Ian Simmons                                                 ,Finland                       ,2018-02-12
1725                                    ,"Burn, Lachlan. Whyte, Alastair.                             ",Brazil                        ,1961-10-08
1726                                    ,"KCRW, Kim Masters, Matthew Belloni                          ",Turkey                        ,1983-08-09
1727                                    ,"KCRW, Elvis Mitchell                                        ",Korea (South)                 ,1962-03-14
1728                                    ,Steve Rimmer                                                ,Argentina                     ,2002-03-05
1730                                    ,Texas Tech Public Media                                     ,Cambodia                      ,1955-09-05
1731                                    ,Spencer Kitley and Will Semons                              ,India                         ,1964-11-23
1732                                    ,Quincy Access Television                                    ,United Kingdom                ,1980-08-28
1733                                    ,Popcorn Talk Network                                        ,Taiwan                        ,2006-11-07
1734                                    ,GeekCast Radio Network                                      ,Poland                        ,1994-01-29
1735                                    ,                                                            ,Poland                        ,2016-02-17
1736                                    ,Holly Easley                                                ,United Kingdom                ,1992-06-24
1737                                    ,Off-Kilter Compositions                                     ,Brazil                        ,1981-03-08
1738                                    ,That Guy Named John                                         ,Canada                        ,1990-02-23
1739                                    ,Bill Kirkpatrick                                            ,Canada                        ,2015-10-17
1740                                    ,AlcoholCinema.com                                           ,Canada                        ,1992-11-15
1741                                    ,ABConvo27                                                   ,El Salvador                   ,1982-07-28
1742                                    ,Michael Cederblom & Kyle Grichel                            ,Poland                        ,1990-10-25
1743                                    ,Lewis Booth Daniel Narvaiza                                 ,Russian Federation            ,1968-07-03
1745                                    ,Michael J. Parks                                            ,Mexico                        ,2016-01-30
1746                                    ,Seizure Kaiser                                              ,Japan                         ,1999-08-15
1747                                    ,ComicGeekos.com                                             ,Australia                     ,2020-08-28
1748                                    ,Comic Can Coozie                                            ,USA                           ,1955-07-29
1749                                    ,Scott Murray                                                ,Australia                     ,1961-05-16
1750                                    ,Josh Petok                                                  ,Turkey                        ,1956-04-19
1751                                    ,Matt & Kyle                                                 ,Korea (South)                 ,1967-11-19
1752                                    ,Cinema in Context                                           ,Argentina                     ,1960-08-27
1753                                    ,Sal Barbieri On Air Personality                             ,Spain                         ,1988-06-03
1754                                    ,Cocktails at The Office                                     ,Mexico                        ,1990-02-05
1755                                    ,Cinamazing Chats                                            ,Niger                         ,2015-07-04
1756                                    ,Cornerstone Church                                          ,Mexico                        ,1969-02-22
1757                                    ,Crisis On Infinite Midlives                                 ,Cambodia                      ,1994-07-22
1758                                    ,"PFT Media, LLC                                              ",Korea (South)                 ,1976-01-16
1759                                    ,Mild Fuzz TV                                                ,Italy                         ,1989-09-18
1760                                    ,Darkfyre Entertainment                                      ,Australia                     ,1957-07-30
1761                                    ,Jeremy Lloyd                                                ,Japan                         ,1958-03-21
1762                                    ,Tadd Winter                                                 ,Australia                     ,1983-10-01
1763                                    ,Dj Trixta                                                   ,Mexico                        ,1956-05-23
1764                                    ,Brent Adams                                                 ,El Salvador                   ,1969-08-10
1765                                    ,Dennis Humphrey                                             ,Spain                         ,1951-06-30
1766                                    ,Dragon Ball to the Nth Degree!                              ,Brazil                        ,2018-07-17
1767                                    ,Allen Johnston and Chris Scott                              ,Italy                         ,1954-09-16
1768                                    ,The Dead Lantern Crew                                       ,Mexico                        ,2019-10-15
1769                                    ,Dead Beat Film Society                                      ,Taiwan                        ,2003-08-03
1770                                    ,Laser Time                                                  ,Germany                       ,1972-02-17
1771                                    ,Erik and Kyle                                               ,USA                           ,2010-07-09
1772                                    ,CamdenCast                                                  ,Spain                         ,1989-01-16
1773                                    ,Doctor Who: Zeus Plug                                       ,Germany                       ,1974-06-14
1774                                    ,Digital Burrito Podcast Network                             ,Argentina                     ,1978-08-06
1775                                    ,Hellblazerbiz                                               ,Russian Federation            ,1984-06-12
1776                                    ,Joe Shervell and Chris Morris                               ,Korea (South)                 ,1970-08-08
1777                                    ,Radio.com                                                   ,Japan                         ,2000-09-11
1778                                    ,                                                            ,India                         ,1989-10-19
1779                                    ,hiddengemspodcast                                           ,Argentina                     ,1994-07-24
1780                                    ,Gather the Nerds!                                           ,El Salvador                   ,1977-11-01
1781                                    ,ElenaAnele                                                  ,Brazil                        ,1966-03-05
1782                                    ,Marshall A. Hampton                                         ,Taiwan                        ,2005-10-04
1783                                    ,Hora dos Heróis                                             ,Australia                     ,2002-10-12
1784                                    ,Joey Lewandowski and Mike Manzi                             ,El Salvador                   ,1959-08-04
1785                                    ,Steve Fodor                                                 ,Niger                         ,1988-04-04
1786                                    ,Dominic                                                     ,United Kingdom                ,1993-11-08
1787                                    ,"Joseph Jammer Medina, and Mario-Francisco Robles            ",USA                           ,1994-01-24
1788                                    ,J.D. Jackson                                                ,Austria                       ,1955-05-04
1789                                    ,"Garrett Weinzierl, Jennie Josephson, and Tom Merritt        ",Argentina                     ,1999-09-24
1790                                    ,John Fleming                                                ,France                        ,2019-04-28
1791                                    ,Grace Church                                                ,Belgium                       ,2003-05-20
1792                                    ,Yong Jae Chong                                              ,Finland                       ,1960-09-10
1793                                    ,LinkedLocalNetwork                                          ,Australia                     ,1971-11-19
1794                                    ,Last Life Club                                              ,Finland                       ,1981-08-20
1795                                    ,Landscape Digital Institute                                 ,Brazil                        ,1992-11-02
1796                                    ,Feed                                                        ,France                        ,2011-02-15
1797                                    ,Podnutz.com                                                 ,El Salvador                   ,2015-03-23
1798                                    ,Ministry of Testing                                         ,France                        ,1985-11-08
1799                                    ,SpokenLayer                                                 ,Korea (South)                 ,2020-04-01
1800                                    ,Lawson Media                                                ,United Kingdom                ,1990-03-29
1801                                    ,MrMario2011 & Paranoid Coder                                ,Czech Republic                ,1973-01-25
1802                                    ,My Favourite Game                                           ,Korea (South)                 ,2020-09-13
1803                                    ,Our Own Voices Live                                         ,Canada                        ,1951-03-23
1804                                    ,HearthCast.com                                              ,Poland                        ,1960-10-26
1805                                    ,Andres Gomez & Rob May                                      ,Italy                         ,1950-04-17
1806                                    ,OishiiPress.com                                             ,Finland                       ,2012-09-20
1807                                    ,Jonathan Denwood & Thomas J. Nelson | Bill Conrad           ,Australia                     ,1968-02-16
1808                                    ,Leo Laporte                                                 ,Poland                        ,1980-07-28
1809                                    ,Mark Lefebvre                                               ,Canada                        ,1969-11-05
1810                                    ,Freddy Guime                                                ,France                        ,2014-10-18
1811                                    ,CNET.com                                                    ,Turkey                        ,2019-08-05
1812                                    ,ABC Radio                                                   ,Ukraine                       ,1989-07-24
1813                                    ,NEF Telecom Talk                                            ,El Salvador                   ,1952-06-02
1815                                    ,No Fluff Just Stuff                                         ,Argentina                     ,1953-10-05
1816                                    ,Legal Talk Network                                          ,Afghanistan                   ,2022-02-03
1817                                    ,Heritage Radio Network                                      ,Cambodia                      ,1952-07-11
1818                                    ,Rich DeMuro                                                 ,Turkey                        ,1972-02-13
1819                                    ,HowStuffWorks                                               ,United Kingdom                ,2007-04-12
1820                                    ,Dan Schiffmacher                                            ,Canada                        ,1952-06-26
1821                                    ,Edge Radio 99.3FM                                           ,Niger                         ,1978-04-13
1822                                    ,Three Lunatics                                              ,Mexico                        ,1962-01-27
1823                                    ,Jon Loomer                                                  ,Taiwan                        ,1980-09-22
1824                                    ,Ingrid Thompson                                             ,United Kingdom                ,1956-01-28
1825                                    ,Antonio Pomare                                              ,France                        ,2000-05-13
1826                                    ,Brian Okken                                                 ,Cambodia                      ,2011-02-14
1827                                    ,NetApp                                                      ,Finland                       ,1984-02-10
1828                                    ,Greg Knieriemen                                             ,Brazil                        ,2006-09-14
1829                                    ,Leo Laporte                                                 ,Argentina                     ,2002-05-07
1830                                    ,CNET.com                                                    ,Egypt                         ,2000-02-23
1831                                    ,Sky Matsuhashi                                              ,India                         ,1984-01-30
1832                                    ,Jordan Younce                                               ,Niger                         ,2013-04-05
1833                                    ,FinalsiteFM                                                 ,Niger                         ,2007-01-26
1834                                    ,SPA Girls podcast - self publishing for romance authors     ,Poland                        ,1962-05-14
1835                                    ,Story Story Podcast                                         ,Belgium                       ,1956-01-29
1836                                    ,Phil Rickaby                                                ,Japan                         ,1977-04-07
1837                                    ,Skincare Talk Radio                                         ,Argentina                     ,1964-01-02
1838                                    ,Michael Chin                                                ,Austria                       ,2008-04-18
1839                                    ,Stage & Studio                                              ,USA                           ,1983-01-22
1840                                    ,3CR Programming                                             ,Brazil                        ,1974-03-23
1841                                    ,SPACE DEBRIS                                                ,Taiwan                        ,1972-06-19
1842                                    ,Suzanne Moore) ( (Suzanne Moore)                            ,Italy                         ,1997-10-29
1843                                    ,Comic Book Podcast                                          ,Niger                         ,1975-11-13
1844                                    ,Scrying and Crying                                          ,Egypt                         ,1954-09-04
1845                                    ,Prophet at All Cost                                         ,Canada                        ,2010-06-09
1846                                    ,AndroidPolice.com staff                                     ,Turkey                        ,1951-01-07
1847                                    ,Sorgatron Media                                             ,Niger                         ,1955-09-16
1848                                    ,Joanne Bender                                               ,Ukraine                       ,2014-08-20
1849                                    ,Renegades                                                   ,Germany                       ,1957-07-27
1850                                    ,Janeen Vosper                                               ,Brazil                        ,1953-07-04
1851                                    ,Boise State Public Radio                                    ,Japan                         ,1975-08-14
1852                                    ,Duckfeed.tv                                                 ,El Salvador                   ,1972-09-14
1853                                    ,Radio Drama Revival                                         ,Canada                        ,2018-02-27
1854                                    ,Rob Watson Media                                            ,Mexico                        ,1993-03-08
1855                                    ,Brian Heater                                                ,Turkey                        ,1990-10-05
1856                                    ,Terry David Mulligan                                        ,Germany                       ,2000-01-03
1858                                    ,KKFI 90.1 FM                                                ,Russian Federation            ,2002-06-24
1859                                    ,Pendant Productions                                         ,Taiwan                        ,1963-09-10
1860                                    ,                                                            ,Ukraine                       ,2005-03-19
1861                                    ,Keith Price                                                 ,United Kingdom                ,1963-02-28
1862                                    ,Nordonia Hills Branch Library                               ,Czech Republic                ,1955-07-29
1863                                    ,National Theatre                                            ,Korea (South)                 ,2013-07-05
1864                                    ,New Writing North                                           ,United Kingdom                ,1951-11-01
1866                                    ,David A Price                                               ,El Salvador                   ,1966-03-15
1867                                    ,Tyler Goulet                                                ,Niger                         ,1979-07-12
1868                                    ,Monika Andrae                                               ,United Kingdom                ,1955-05-01
1869                                    ,Feral Audio                                                 ,Ukraine                       ,1979-11-18
1870                                    ,Jupiter Broadcasting                                        ,Afghanistan                   ,1979-06-26
1871                                    ,Douglas Soltys                                              ,Australia                     ,1956-01-14
1872                                    ,Boston's Morning Show with Kim & VB                         ,India                         ,2015-02-20
1873                                    ,Taylor Bradford                                             ,Korea (South)                 ,1986-05-18
1874                                    ,chris@jupiterbroadcasting.com                               ,Spain                         ,2006-10-05
1875                                    ,Ryan Ripley                                                 ,Korea (South)                 ,1999-07-07
1876                                    ,CNET.com                                                    ,Finland                       ,1952-07-04
1877                                    ,CNET.com                                                    ,Australia                     ,1969-05-06
1878                                    ,CNET.com                                                    ,Italy                         ,1955-03-25
1879                                    ,Advanced Persistent Security and Joe Gray                   ,Taiwan                        ,2002-08-19
1880                                    ,KMUW                                                        ,United Kingdom                ,2012-02-11
1881                                    ,April Eight                                                 ,USA                           ,2019-05-15
1882                                    ,Curtain Call                                                ,Finland                       ,1975-06-21
1883                                    ,Aural Stage Studios Presents---                             ,Korea (South)                 ,1993-03-30
1884                                    ,NicPeña                                                     ,United Kingdom                ,1980-07-15
1885                                    ,All WNY Radio                                               ,Niger                         ,1979-11-03
1886                                    ,Kelly Wells                                                 ,Germany                       ,1982-04-11
1887                                    ,T R P Watson                                                ,Turkey                        ,1983-11-05
1888                                    ,Troy Ramos                                                  ,Czech Republic                ,1963-11-10
1889                                    ,"Emil Amos, Feral Audio                                      ",Ukraine                       ,1978-07-08
1890                                    ,Exist unexpected podcast                                    ,El Salvador                   ,1990-10-01
1891                                    ,3CR Programming                                             ,United Kingdom                ,1980-11-21
1892                                    ,The Wall Street Journal                                     ,Ukraine                       ,1959-07-17
1893                                    ,Ryan@wotpod.com                                             ,Turkey                        ,2020-06-04
1894                                    ,                                                            ,Korea (South)                 ,1950-08-10
1895                                    ,Joel Gagne                                                  ,Italy                         ,2008-05-26
1896                                    ,Thomas James                                                ,Finland                       ,1976-06-11
1898                                    ,Just Press Playhouse                                        ,USA                           ,1976-02-06
1899                                    ,WithumSmith+Brown                                           ,Mexico                        ,1977-08-02
1901                                    ,Kelli Owen) ( (Kelli Owen)                                  ,Niger                         ,2000-11-12
1902                                    ,Chad Burnham                                                ,USA                           ,1977-03-05
1903                                    ,Black Author Network                                        ,Canada                        ,1981-10-28
1904                                    ,Bad at Sports                                               ,Czech Republic                ,1966-10-11
1905                                    ,Billy Newman Photo                                          ,Italy                         ,1964-04-24
